Neuron 0 → max=20.5010, min=0.0000, thr=18.4509
   Video 29, Frame 1922, Value 18.4733
   Video 29, Frame 1925, Value 18.0973
   Video 29, Frame 1926, Value 18.5313
   Video 29, Frame 1927, Value 18.1669
   Video 29, Frame 1930, Value 19.0094
   Video 29, Frame 1931, Value 19.6368
   Video 29, Frame 1932, Value 20.0529
   Video 29, Frame 1933, Value 19.3093
   Video 29, Frame 1934, Value 19.3818
   Video 29, Frame 1935, Value 19.4453
   Video 29, Frame 1936, Value 19.2618
   Video 29, Frame 1937, Value 19.6837
   Video 29, Frame 1938, Value 19.7163
   Video 29, Frame 1939, Value 19.0532
   Video 29, Frame 1940, Value 18.7031
   Video 29, Frame 1941, Value 18.4356
   Video 29, Frame 1943, Value 18.3758
   Video 29, Frame 1944, Value 18.1402
   Video 29, Frame 2000, Value 18.5083
   Video 29, Frame 2028, Value 18.4633
   Video 29, Frame 2030, Value 18.1973
   Video 29, Frame 2035, Value 18.1242
   Video 29, Frame 2066, Value 18.4606
   Video 29, Frame 2087, Value 18.0599
   Video 29, Frame 2126, Value 18.1983
   Video 29, Frame 2127, Value 18.4012
   Video 29, Frame 2128, Value 19.1101
   Video 29, Frame 2129, Value 19.3727
   Video 29, Frame 2130, Value 19.7930
   Video 29, Frame 2131, Value 18.5715
   Video 29, Frame 2133, Value 18.7061
   Video 29, Frame 2145, Value 18.1005
   Video 29, Frame 2149, Value 18.0945
   Video 29, Frame 2173, Value 18.1317
   Video 35, Frame 2064, Value 18.4580
   Video 35, Frame 2072, Value 18.6092
   Video 35, Frame 2074, Value 18.3604
   Video 35, Frame 2075, Value 20.0327
   Video 35, Frame 2077, Value 18.9025
   Video 35, Frame 2100, Value 18.2549
   Video 35, Frame 2113, Value 18.4451
   Video 35, Frame 2119, Value 18.3143
   Video 35, Frame 2121, Value 18.0868
   Video 35, Frame 2122, Value 19.0998
   Video 35, Frame 2124, Value 18.6973
   Video 35, Frame 2125, Value 18.5815
   Video 35, Frame 2126, Value 18.9147
   Video 35, Frame 2127, Value 19.4654
   Video 35, Frame 2153, Value 18.2503
   Video 35, Frame 2183, Value 18.6128
   Video 35, Frame 2184, Value 18.8254
   Video 35, Frame 2185, Value 19.3212
   Video 35, Frame 2186, Value 18.2241
   Video 35, Frame 2187, Value 18.4301
   Video 35, Frame 2188, Value 18.6557
   Video 35, Frame 2189, Value 19.0750
   Video 35, Frame 2190, Value 19.1511
   Video 37, Frame 2270, Value 19.1686
   Video 37, Frame 2272, Value 18.3077
   Video 37, Frame 2274, Value 18.4644
   Video 37, Frame 2351, Value 18.1614
   Video 37, Frame 2355, Value 18.2352
   Video 37, Frame 2402, Value 18.6010
--------------------------------------------------
Neuron 59 → max=23.0402, min=0.0000, thr=20.7362
   Video 21, Frame 1292, Value 20.7985
   Video 21, Frame 1294, Value 20.7510
   Video 29, Frame 2636, Value 21.0141
   Video 29, Frame 2638, Value 20.7499
   Video 29, Frame 2667, Value 21.2363
   Video 29, Frame 2668, Value 21.1267
   Video 29, Frame 2669, Value 20.8262
   Video 29, Frame 2670, Value 21.0264
   Video 29, Frame 2674, Value 20.8077
   Video 29, Frame 2675, Value 20.7810
   Video 29, Frame 2676, Value 20.8971
   Video 29, Frame 2678, Value 20.9054
   Video 29, Frame 2679, Value 21.0263
   Video 29, Frame 2680, Value 21.1853
   Video 29, Frame 2681, Value 20.9076
   Video 29, Frame 2696, Value 21.4585
   Video 29, Frame 2697, Value 20.9847
   Video 29, Frame 2698, Value 20.7841
   Video 29, Frame 2699, Value 21.0585
   Video 29, Frame 2700, Value 21.9227
   Video 29, Frame 2701, Value 21.4668
   Video 29, Frame 2702, Value 21.6090
   Video 29, Frame 2703, Value 21.4539
   Video 29, Frame 2704, Value 21.6274
   Video 29, Frame 2705, Value 21.9916
   Video 29, Frame 2706, Value 23.0402
   Video 29, Frame 2707, Value 20.7516
   Video 29, Frame 2722, Value 21.0976
   Video 29, Frame 2723, Value 20.9496
--------------------------------------------------
Neuron 60 → max=20.1861, min=0.0000, thr=18.1675
   Video 6, Frame 2810, Value 18.2293
   Video 6, Frame 3286, Value 19.1771
   Video 6, Frame 3287, Value 18.8619
   Video 6, Frame 3292, Value 18.2593
   Video 6, Frame 3297, Value 18.3540
   Video 6, Frame 3299, Value 18.9795
   Video 6, Frame 3300, Value 19.2100
   Video 6, Frame 3302, Value 18.5090
   Video 6, Frame 3305, Value 19.2912
   Video 6, Frame 3307, Value 18.7409
   Video 6, Frame 3308, Value 19.0335
   Video 6, Frame 3320, Value 19.1237
   Video 8, Frame 1924, Value 18.1927
   Video 8, Frame 2183, Value 18.2799
   Video 8, Frame 2190, Value 18.4060
   Video 8, Frame 2191, Value 18.8393
   Video 8, Frame 2198, Value 18.5339
   Video 8, Frame 2199, Value 18.5796
   Video 8, Frame 2208, Value 18.2204
   Video 8, Frame 2218, Value 19.3090
   Video 8, Frame 2219, Value 18.7874
   Video 8, Frame 2222, Value 18.7562
   Video 8, Frame 2223, Value 18.9736
   Video 8, Frame 2225, Value 18.6704
   Video 8, Frame 2226, Value 19.1414
   Video 8, Frame 2227, Value 18.4982
   Video 8, Frame 2229, Value 18.8852
   Video 8, Frame 2230, Value 18.5718
   Video 8, Frame 2233, Value 18.6564
   Video 8, Frame 2234, Value 19.1708
   Video 17, Frame 1535, Value 18.1817
   Video 19, Frame 813, Value 18.5766
   Video 19, Frame 827, Value 18.3888
   Video 19, Frame 1023, Value 18.3044
   Video 19, Frame 1024, Value 18.3136
   Video 19, Frame 1030, Value 19.3410
   Video 19, Frame 1031, Value 19.1441
   Video 19, Frame 1034, Value 18.2957
   Video 19, Frame 1035, Value 19.5951
   Video 19, Frame 1039, Value 18.7959
   Video 19, Frame 1043, Value 18.6558
   Video 19, Frame 1044, Value 18.4302
   Video 19, Frame 1046, Value 18.3372
   Video 19, Frame 1055, Value 18.8253
   Video 21, Frame 971, Value 18.2714
   Video 21, Frame 988, Value 19.2643
   Video 25, Frame 1396, Value 18.3288
   Video 25, Frame 1397, Value 19.0738
   Video 25, Frame 1398, Value 18.6260
   Video 25, Frame 1403, Value 18.8354
   Video 25, Frame 1404, Value 18.7351
   Video 25, Frame 1405, Value 18.7631
   Video 25, Frame 1406, Value 18.4426
   Video 25, Frame 1407, Value 18.2355
   Video 25, Frame 1467, Value 18.5883
   Video 29, Frame 1547, Value 18.6745
   Video 29, Frame 1823, Value 18.1697
   Video 29, Frame 1843, Value 19.1748
   Video 29, Frame 1844, Value 19.0574
   Video 29, Frame 1845, Value 19.3089
   Video 29, Frame 1885, Value 18.2135
   Video 29, Frame 1897, Value 18.4393
   Video 29, Frame 1898, Value 18.8254
   Video 29, Frame 1899, Value 18.7916
   Video 29, Frame 1905, Value 18.4459
   Video 29, Frame 2052, Value 18.2589
   Video 29, Frame 2053, Value 18.5716
   Video 29, Frame 2054, Value 18.5284
   Video 29, Frame 2060, Value 18.2563
   Video 29, Frame 2062, Value 18.3188
   Video 29, Frame 2064, Value 18.2454
   Video 29, Frame 2065, Value 18.9198
   Video 29, Frame 2066, Value 18.6904
   Video 29, Frame 2072, Value 18.2980
   Video 29, Frame 2073, Value 18.5483
   Video 29, Frame 2081, Value 18.3153
   Video 29, Frame 2082, Value 18.3838
   Video 29, Frame 2084, Value 18.5134
   Video 29, Frame 2085, Value 19.1392
   Video 29, Frame 2087, Value 18.5171
   Video 35, Frame 2072, Value 18.5615
   Video 35, Frame 2074, Value 18.7096
   Video 35, Frame 2075, Value 20.1861
   Video 35, Frame 2077, Value 19.1741
   Video 35, Frame 2127, Value 18.5750
   Video 37, Frame 611, Value 18.4709
   Video 37, Frame 613, Value 18.1868
--------------------------------------------------
Neuron 61 → max=25.5256, min=0.0000, thr=22.9731
   Video 1, Frame 941, Value 23.1037
   Video 1, Frame 954, Value 23.0742
   Video 5, Frame 570, Value 23.1002
   Video 5, Frame 573, Value 23.0082
   Video 5, Frame 574, Value 23.0387
   Video 5, Frame 577, Value 23.1477
   Video 5, Frame 578, Value 23.5857
   Video 5, Frame 579, Value 23.1005
   Video 5, Frame 580, Value 23.3184
   Video 5, Frame 583, Value 23.2279
   Video 5, Frame 590, Value 23.2918
   Video 5, Frame 623, Value 22.9736
   Video 5, Frame 631, Value 23.1383
   Video 5, Frame 750, Value 23.4331
   Video 5, Frame 814, Value 23.2320
   Video 5, Frame 846, Value 23.4436
   Video 5, Frame 865, Value 23.4811
   Video 5, Frame 867, Value 23.1533
   Video 5, Frame 870, Value 23.7193
   Video 5, Frame 871, Value 22.9946
   Video 8, Frame 410, Value 23.2721
   Video 8, Frame 456, Value 23.6701
   Video 8, Frame 460, Value 23.5308
   Video 8, Frame 475, Value 23.5548
   Video 8, Frame 483, Value 23.3197
   Video 8, Frame 486, Value 23.0422
   Video 8, Frame 488, Value 23.1957
   Video 8, Frame 493, Value 23.2184
   Video 8, Frame 512, Value 23.4243
   Video 8, Frame 513, Value 23.0963
   Video 8, Frame 516, Value 22.9745
   Video 8, Frame 520, Value 23.5220
   Video 8, Frame 521, Value 23.2364
   Video 8, Frame 522, Value 23.2960
   Video 8, Frame 524, Value 22.9952
   Video 8, Frame 536, Value 23.8809
   Video 8, Frame 537, Value 23.1189
   Video 8, Frame 538, Value 23.8552
   Video 8, Frame 540, Value 23.2740
   Video 8, Frame 541, Value 24.0254
   Video 8, Frame 542, Value 23.7507
   Video 8, Frame 543, Value 23.1158
   Video 8, Frame 544, Value 24.0925
   Video 8, Frame 545, Value 23.8927
   Video 8, Frame 546, Value 23.9030
   Video 8, Frame 547, Value 24.3255
   Video 8, Frame 548, Value 23.5194
   Video 8, Frame 549, Value 23.5355
   Video 8, Frame 550, Value 23.8471
   Video 8, Frame 551, Value 23.7790
   Video 8, Frame 552, Value 23.9455
   Video 8, Frame 553, Value 23.5509
   Video 8, Frame 554, Value 23.1730
   Video 8, Frame 558, Value 23.0506
   Video 8, Frame 574, Value 23.0498
   Video 8, Frame 576, Value 24.1328
   Video 8, Frame 577, Value 23.0222
   Video 8, Frame 578, Value 23.0970
   Video 8, Frame 580, Value 23.5061
   Video 8, Frame 581, Value 23.6139
   Video 8, Frame 582, Value 23.3165
   Video 8, Frame 583, Value 23.5415
   Video 8, Frame 584, Value 23.9596
   Video 8, Frame 585, Value 23.4851
   Video 8, Frame 586, Value 23.9016
   Video 9, Frame 429, Value 23.3964
   Video 9, Frame 431, Value 23.2878
   Video 9, Frame 446, Value 23.4845
   Video 9, Frame 447, Value 23.0680
   Video 9, Frame 448, Value 23.2395
   Video 9, Frame 450, Value 23.3560
   Video 9, Frame 455, Value 23.0919
   Video 9, Frame 463, Value 23.2581
   Video 9, Frame 515, Value 23.2416
   Video 9, Frame 542, Value 23.3097
   Video 9, Frame 579, Value 23.5328
   Video 9, Frame 634, Value 23.2014
   Video 9, Frame 635, Value 23.1931
   Video 9, Frame 639, Value 23.4210
   Video 9, Frame 699, Value 23.0693
   Video 9, Frame 703, Value 23.4040
   Video 9, Frame 704, Value 23.0772
   Video 9, Frame 707, Value 23.9208
   Video 9, Frame 719, Value 25.1646
   Video 9, Frame 721, Value 23.7111
   Video 9, Frame 725, Value 23.0792
   Video 9, Frame 727, Value 23.0962
   Video 9, Frame 729, Value 23.8088
   Video 9, Frame 730, Value 23.0512
   Video 9, Frame 731, Value 23.0370
   Video 9, Frame 735, Value 23.2123
   Video 9, Frame 736, Value 23.9430
   Video 9, Frame 755, Value 23.2358
   Video 9, Frame 757, Value 23.3219
   Video 9, Frame 762, Value 23.0710
   Video 10, Frame 671, Value 23.1264
   Video 10, Frame 686, Value 23.0839
   Video 15, Frame 902, Value 23.5052
   Video 15, Frame 904, Value 23.7971
   Video 15, Frame 1117, Value 23.4324
   Video 15, Frame 1149, Value 24.4364
   Video 15, Frame 1150, Value 23.3907
   Video 15, Frame 1175, Value 23.2170
   Video 17, Frame 665, Value 23.6411
   Video 17, Frame 667, Value 23.7693
   Video 30, Frame 700, Value 23.3053
   Video 30, Frame 740, Value 23.2356
   Video 30, Frame 742, Value 23.1454
   Video 30, Frame 1090, Value 23.0811
   Video 30, Frame 1574, Value 23.7703
   Video 30, Frame 1581, Value 23.0926
   Video 30, Frame 1613, Value 23.2933
   Video 30, Frame 1632, Value 23.4395
   Video 30, Frame 1633, Value 23.2678
   Video 30, Frame 1697, Value 23.1495
   Video 30, Frame 1711, Value 22.9844
   Video 30, Frame 1994, Value 23.2269
   Video 30, Frame 2007, Value 23.3212
   Video 30, Frame 2019, Value 23.0080
   Video 34, Frame 398, Value 23.5186
   Video 34, Frame 422, Value 23.6005
   Video 34, Frame 424, Value 23.3539
   Video 34, Frame 426, Value 23.1524
   Video 34, Frame 428, Value 23.6507
   Video 34, Frame 429, Value 23.4169
   Video 34, Frame 430, Value 23.3150
   Video 34, Frame 432, Value 23.1452
   Video 34, Frame 436, Value 23.1521
   Video 34, Frame 437, Value 22.9915
   Video 34, Frame 490, Value 22.9866
   Video 34, Frame 491, Value 23.1416
   Video 34, Frame 492, Value 23.1758
   Video 34, Frame 493, Value 23.1621
   Video 34, Frame 496, Value 23.4206
   Video 34, Frame 499, Value 24.1339
   Video 34, Frame 520, Value 23.0225
   Video 34, Frame 523, Value 23.0166
   Video 34, Frame 524, Value 23.7332
   Video 34, Frame 525, Value 23.3316
   Video 34, Frame 526, Value 23.5503
   Video 34, Frame 666, Value 23.4353
   Video 34, Frame 667, Value 23.4691
   Video 34, Frame 672, Value 22.9789
   Video 34, Frame 678, Value 24.3889
   Video 34, Frame 679, Value 23.2853
   Video 34, Frame 680, Value 23.6557
   Video 34, Frame 683, Value 23.5623
   Video 34, Frame 684, Value 23.9310
   Video 34, Frame 685, Value 23.6903
   Video 34, Frame 686, Value 24.3221
   Video 34, Frame 687, Value 24.4320
   Video 34, Frame 688, Value 24.5865
   Video 34, Frame 689, Value 24.2573
   Video 34, Frame 690, Value 23.1304
   Video 34, Frame 691, Value 23.0049
   Video 34, Frame 692, Value 24.3867
   Video 34, Frame 693, Value 23.2136
   Video 34, Frame 694, Value 24.6500
   Video 34, Frame 695, Value 23.9984
   Video 34, Frame 696, Value 23.8898
   Video 34, Frame 697, Value 23.2874
   Video 34, Frame 698, Value 24.3464
   Video 34, Frame 699, Value 25.3551
   Video 34, Frame 700, Value 24.6000
   Video 34, Frame 701, Value 23.4756
   Video 34, Frame 703, Value 23.2094
   Video 34, Frame 704, Value 24.4424
   Video 34, Frame 706, Value 23.7976
   Video 34, Frame 707, Value 23.7522
   Video 34, Frame 708, Value 23.6022
   Video 34, Frame 710, Value 23.6961
   Video 34, Frame 711, Value 23.0656
   Video 34, Frame 715, Value 23.7550
   Video 34, Frame 738, Value 23.0623
   Video 34, Frame 740, Value 23.0859
   Video 34, Frame 742, Value 23.4458
   Video 34, Frame 744, Value 23.3177
   Video 34, Frame 747, Value 22.9943
   Video 34, Frame 748, Value 22.9808
   Video 34, Frame 755, Value 23.5543
   Video 34, Frame 756, Value 23.8591
   Video 34, Frame 758, Value 23.4549
   Video 35, Frame 944, Value 23.0658
   Video 35, Frame 950, Value 23.1665
   Video 37, Frame 578, Value 23.3237
   Video 37, Frame 579, Value 23.9634
   Video 37, Frame 582, Value 23.6026
   Video 37, Frame 583, Value 23.8472
   Video 37, Frame 584, Value 23.5300
   Video 37, Frame 586, Value 23.1345
   Video 37, Frame 587, Value 24.6473
   Video 37, Frame 588, Value 23.0132
   Video 37, Frame 591, Value 23.2682
   Video 37, Frame 592, Value 23.1563
   Video 37, Frame 593, Value 23.5665
   Video 37, Frame 594, Value 23.2366
   Video 37, Frame 595, Value 23.4084
   Video 37, Frame 597, Value 23.2669
   Video 37, Frame 598, Value 23.8179
   Video 37, Frame 599, Value 24.3243
   Video 37, Frame 600, Value 24.1309
   Video 37, Frame 601, Value 24.4465
   Video 37, Frame 603, Value 24.2649
   Video 37, Frame 604, Value 23.0807
   Video 37, Frame 605, Value 23.9839
   Video 37, Frame 606, Value 24.0653
   Video 37, Frame 607, Value 23.3493
   Video 37, Frame 609, Value 23.4352
   Video 37, Frame 610, Value 23.4307
   Video 37, Frame 611, Value 24.4849
   Video 37, Frame 612, Value 23.9357
   Video 37, Frame 613, Value 24.7172
   Video 37, Frame 614, Value 23.8364
   Video 37, Frame 616, Value 23.2097
   Video 37, Frame 617, Value 23.3476
   Video 37, Frame 629, Value 23.2487
   Video 37, Frame 630, Value 23.0044
   Video 37, Frame 632, Value 23.1919
   Video 37, Frame 633, Value 23.3322
   Video 37, Frame 894, Value 23.4105
   Video 37, Frame 895, Value 23.1385
   Video 37, Frame 898, Value 24.0230
   Video 37, Frame 899, Value 24.1059
   Video 37, Frame 903, Value 23.4088
   Video 37, Frame 906, Value 23.2940
   Video 37, Frame 907, Value 23.4733
   Video 37, Frame 908, Value 23.6420
   Video 37, Frame 909, Value 23.1162
   Video 37, Frame 910, Value 23.6723
   Video 37, Frame 911, Value 23.6103
   Video 37, Frame 912, Value 24.1470
   Video 37, Frame 913, Value 23.7382
   Video 37, Frame 914, Value 24.4820
   Video 37, Frame 915, Value 23.5369
   Video 37, Frame 916, Value 25.5256
   Video 37, Frame 917, Value 24.7261
   Video 37, Frame 918, Value 23.6499
   Video 37, Frame 919, Value 23.9331
   Video 37, Frame 920, Value 23.4128
   Video 37, Frame 921, Value 23.4657
   Video 37, Frame 926, Value 23.3344
   Video 37, Frame 927, Value 23.3435
   Video 37, Frame 1116, Value 23.1511
   Video 37, Frame 1120, Value 23.4672
   Video 37, Frame 1283, Value 22.9945
   Video 37, Frame 1288, Value 23.5975
   Video 37, Frame 1289, Value 23.2871
   Video 37, Frame 1532, Value 23.3245
   Video 37, Frame 1535, Value 23.3218
   Video 37, Frame 1539, Value 23.0554
   Video 37, Frame 1542, Value 23.5845
   Video 37, Frame 1776, Value 23.0005
   Video 37, Frame 1781, Value 23.2041
   Video 37, Frame 1782, Value 23.2753
   Video 37, Frame 1783, Value 23.1528
   Video 39, Frame 790, Value 23.0705
   Video 39, Frame 849, Value 23.0057
   Video 39, Frame 857, Value 23.2164
   Video 39, Frame 867, Value 23.1956
   Video 39, Frame 1066, Value 23.0434
   Video 39, Frame 1068, Value 23.4691
   Video 39, Frame 1069, Value 23.7079
   Video 39, Frame 1070, Value 23.3110
   Video 39, Frame 1074, Value 23.2985
   Video 39, Frame 1075, Value 22.9836
   Video 39, Frame 1078, Value 23.9951
   Video 39, Frame 1079, Value 23.8163
   Video 39, Frame 1084, Value 23.4580
   Video 39, Frame 1090, Value 23.4360
   Video 39, Frame 1092, Value 23.1264
   Video 39, Frame 1093, Value 23.1947
   Video 39, Frame 1109, Value 23.2378
   Video 39, Frame 1116, Value 23.0498
   Video 39, Frame 1124, Value 23.9162
   Video 39, Frame 1126, Value 23.6076
   Video 39, Frame 1128, Value 23.7891
   Video 39, Frame 1129, Value 24.8783
   Video 39, Frame 1130, Value 23.3754
   Video 39, Frame 1138, Value 23.8322
   Video 39, Frame 1139, Value 24.1267
   Video 39, Frame 1141, Value 22.9922
   Video 39, Frame 1142, Value 23.2685
   Video 39, Frame 1144, Value 23.7708
   Video 39, Frame 1145, Value 23.1470
   Video 39, Frame 1146, Value 24.3985
   Video 39, Frame 1148, Value 24.8419
   Video 39, Frame 1149, Value 23.5859
   Video 39, Frame 1150, Value 24.8713
   Video 39, Frame 1152, Value 23.1871
   Video 39, Frame 1153, Value 23.1647
   Video 39, Frame 1154, Value 23.2694
   Video 39, Frame 1155, Value 24.2401
   Video 39, Frame 1156, Value 24.3970
   Video 39, Frame 1157, Value 24.0277
   Video 39, Frame 1158, Value 23.3603
   Video 39, Frame 1160, Value 23.4500
   Video 39, Frame 1161, Value 23.6414
   Video 39, Frame 1162, Value 22.9780
   Video 39, Frame 1165, Value 23.2211
   Video 39, Frame 1166, Value 23.2292
   Video 39, Frame 1169, Value 23.3645
   Video 39, Frame 1170, Value 23.3445
   Video 39, Frame 1171, Value 25.2319
   Video 39, Frame 1172, Value 24.2129
   Video 39, Frame 1173, Value 24.0833
   Video 39, Frame 1174, Value 24.9645
   Video 39, Frame 1175, Value 24.7729
   Video 39, Frame 1176, Value 23.8622
   Video 39, Frame 1177, Value 24.7087
   Video 39, Frame 1178, Value 23.0597
   Video 39, Frame 1182, Value 23.0494
   Video 39, Frame 1187, Value 23.5040
--------------------------------------------------
Neuron 62 → max=15.6602, min=0.0000, thr=14.0942
   Video 5, Frame 1807, Value 14.7323
   Video 5, Frame 1808, Value 15.5281
   Video 9, Frame 1313, Value 14.4956
   Video 9, Frame 1316, Value 14.5160
   Video 9, Frame 1317, Value 14.3568
   Video 9, Frame 1320, Value 14.2560
   Video 9, Frame 1321, Value 14.1711
   Video 9, Frame 1322, Value 15.6602
   Video 9, Frame 1323, Value 14.2705
   Video 9, Frame 1324, Value 14.5058
   Video 9, Frame 1325, Value 14.8679
   Video 9, Frame 1326, Value 14.9190
   Video 9, Frame 1327, Value 14.9713
   Video 9, Frame 1328, Value 14.6283
   Video 9, Frame 1329, Value 14.8862
   Video 9, Frame 1330, Value 14.7509
   Video 9, Frame 1331, Value 15.1183
   Video 9, Frame 1332, Value 14.9166
   Video 9, Frame 1333, Value 14.5890
   Video 9, Frame 1334, Value 14.2264
   Video 9, Frame 1348, Value 14.2413
   Video 9, Frame 1351, Value 14.4676
   Video 9, Frame 1352, Value 14.5831
   Video 9, Frame 1353, Value 14.5403
   Video 19, Frame 1110, Value 15.5875
   Video 19, Frame 1111, Value 14.7446
   Video 20, Frame 1196, Value 14.1957
   Video 21, Frame 1093, Value 14.6183
   Video 33, Frame 1127, Value 14.3409
   Video 33, Frame 1138, Value 14.2076
   Video 33, Frame 1142, Value 14.5803
   Video 34, Frame 1834, Value 14.1380
   Video 34, Frame 1838, Value 14.6340
--------------------------------------------------
Neuron 63 → max=13.0812, min=0.0000, thr=11.7731
   Video 20, Frame 66, Value 12.0149
   Video 20, Frame 68, Value 12.8826
   Video 20, Frame 69, Value 13.0812
   Video 20, Frame 70, Value 12.6159
   Video 20, Frame 71, Value 11.8238
   Video 20, Frame 72, Value 12.1598
   Video 20, Frame 73, Value 12.2290
   Video 20, Frame 74, Value 12.4440
   Video 20, Frame 75, Value 12.5381
   Video 20, Frame 76, Value 12.1436
   Video 20, Frame 77, Value 12.5378
   Video 20, Frame 78, Value 12.1521
   Video 29, Frame 2702, Value 12.0487
   Video 29, Frame 2704, Value 12.0091
   Video 29, Frame 2706, Value 12.1342
   Video 29, Frame 2707, Value 12.0222
--------------------------------------------------
